Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2021,FIRST OF JAN,,COUNTY,GEORGIA,13,WEST CENTRAL,40,TAYLOR,269,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,GEORGIA,13,WEST CENTRAL,40,TROUP,285,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,700",
SURVEY,2021,FIRST OF JAN,,COUNTY,GEORGIA,13,WEST CENTRAL,40,UPSON,293,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,200",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,BANNOCK,5,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"12,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,BEAR LAKE,7,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"18,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,BINGHAM,11,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"39,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,BONNEVILLE,19,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"14,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,BUTTE,23,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,CARIBOU,29,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"13,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,CLARK,33,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,CUSTER,37,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"20,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,FRANKLIN,41,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"9,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,FREMONT,43,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"8,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,JEFFERSON,51,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"16,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,LEMHI,59,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"22,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,MADISON,65,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"6,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,ONEIDA,71,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"14,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,POWER,77,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,EAST,90,TETON,81,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,BENEWAH,9,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,600,
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,BONNER,17,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,BOUNDARY,21,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,CLEARWATER,35,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,IDAHO,49,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"15,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,KOOTENAI,55,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,LATAH,57,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,LEWIS,61,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,NEZ PERCE,69,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"7,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,NORTH,10,SHOSHONE,79,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,100,
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,BLAINE,13,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CAMAS,25,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,CASSIA,31,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"27,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,GOODING,47,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"8,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,JEROME,53,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"8,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,LINCOLN,63,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"6,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,MINIDOKA,67,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTH CENTRAL,80,TWIN FALLS,83,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"26,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,ADA,1,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"7,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,ADAMS,3,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,BOISE,15,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,CANYON,27,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"16,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,ELMORE,39,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"15,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,GEM,45,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,OWYHEE,73,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"42,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,PAYETTE,75,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"9,700",
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,VALLEY,85,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,IDAHO,16,SOUTHWEST,70,WASHINGTON,87,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"15,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,DE WITT,39,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,LOGAN,107,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,MACON,115,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,MARSHALL,123,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,MASON,125,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,MCLEAN,113,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,MENARD,129,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,PEORIA,143,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,STARK,175,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,200",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,CENTRAL,40,WOODFORD,203,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST,50,CHAMPAIGN,19,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST,50,FORD,53,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST,50,IROQUOIS,75,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST,50,KANKAKEE,91,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST,50,LIVINGSTON,105,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,700",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST,50,PIATT,147,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,500,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST,50,VERMILION,183,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,200,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,500",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,700",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,200",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,200",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,BOONE,7,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,COOK,31,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,DE KALB,37,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,KANE,89,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,800,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,KENDALL,93,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,LA SALLE,99,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,700",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,LAKE,97,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,800",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHEAST,20,WILL,197,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,600,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,BUREAU,11,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,CARROLL,15,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,HENRY,73,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"18,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,LEE,103,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,MERCER,131,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,OGLE,141,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,900",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,PUTNAM,155,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,200,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,200",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,200",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,800,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,HARDIN,69,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"7,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,POPE,151,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,SALINE,165,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,WABASH,185,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"6,400",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHEAST,90,WHITE,193,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,500,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,600",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"5,200",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,MONROE,133,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"3,100",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,PERRY,145,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED, ,
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,PULASKI,153,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,000",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,300",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"1,700",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,UNION,181,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"4,700",
SURVEY,2021,FIRST OF JAN,,COUNTY,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,,,0,,CATTLE,"CATTLE, COWS, BEEF - INVENTORY",TOTAL,NOT SPECIFIED,"2,700",
